date,vegetableName,price,units,id,shopingMallPrice,retailPrice
16-09-2022,Coconut,31,1kg,coconut,37 - 51,36 - 39
16-09-2022,Colocasia Leaves,14,1kg,colocasiaLeaves,17 - 23,16 - 18
16-09-2022,Colocasia,28,1kg,colocasia,34 - 46,32 - 36
16-09-2022,Coriander Leaves,8,1kg,corianderLeaves,Oct-13,09-Oct
16-09-2022,Corn,22,1kg,corn,26 - 36,25 - 28
16-09-2022,Cucumber,24,1kg,cucumber,29 - 40,28 - 30
16-09-2022,Curry Leaves,25,1kg,curryLeaves,30 - 41,29 - 32
16-09-2022,Dill Leaves,10,1kg,dillLeaves,Dec-17,Dec-13
16-09-2022,Drumsticks,90,1kg,drumsticks,108 - 149,104 - 114
16-09-2022,Brinjal,20,1kg,brinjal,24 - 33,23 - 25
16-09-2022,Brinjal (Big),25,1kg,brinjalBig,30 - 41,29 - 32
16-09-2022,Elephant Yam,30,1kg,elephantYam,36 - 50,35 - 38
16-09-2022,Fenugreek Leaves,7,1kg,fenugreekLeaves,08-Dec,08-Sep
16-09-2022,French Beans,57,1kg,frenchBeans,68 - 94,66 - 72
16-09-2022,Garlic,45,1kg,garlic,54 - 74,52 - 57
16-09-2022,Ginger,42,1kg,ginger,50 - 69,48 - 53
16-09-2022,Onion Green,39,1kg,onionGreen,47 - 64,45 - 50
16-09-2022,Green Peas,78,1kg,greenPeas,94 - 129,90 - 99
16-09-2022,Ivy Gourd,23,1kg,ivyGourd,28 - 38,26 - 29
16-09-2022,Lemon (Lime),64,1kg,lemon,77 - 106,74 - 81
16-09-2022,Mango Raw,89,1kg,mangoRaw,107 - 147,102 - 113
16-09-2022,Mint Leaves,6,1kg,mintLeaves,07-Oct,07-Aug
16-09-2022,Mushroom,79,1kg,mushroom,95 - 130,91 - 100
16-09-2022,Mustard Leaves,16,1kg,mustardLeaves,19 - 26,18 - 20
16-09-2022,Ladies Finger,23,1kg,ladiesFinger,28 - 38,26 - 29
16-09-2022,Pumpkin,22,1kg,pumpkin,26 - 36,25 - 28
16-09-2022,Radish,23,1kg,radish,28 - 38,26 - 29
16-09-2022,Ridge Gourd,26,1kg,ridgeGourd,31 - 43,30 - 33
16-09-2022,Shallot (Pearl Onion),37,1kg,shallot,44 - 61,43 - 47
16-09-2022,Snake Gourd,29,1kg,snakeGourd,35 - 48,33 - 37
16-09-2022,Sorrel Leaves,10,1kg,sorrelLeaves,Dec-17,Dec-13
16-09-2022,Spinach,11,1kg,spinach,13 - 18,13 - 14
16-09-2022,Sweet Potato,36,1kg,sweetPotato,43 - 59,41 - 46
17-09-2022,Onion Big,22,1kg,onionBig,26 - 36,25 - 28
17-09-2022,Onion Small,29,1kg,onionSmall,35 - 48,33 - 37
17-09-2022,Tomato,42,1kg,tomato,50 - 69,48 - 53
17-09-2022,Green Chilli,40,1kg,greenChili,48 - 66,46 - 51
17-09-2022,Beetroot,36,1kg,beetroot,43 - 59,41 - 46
17-09-2022,Potato,28,1kg,potato,34 - 46,32 - 36
17-09-2022,Raw Banana (Plantain),12,1kg,plantain,14 - 20,14 - 15
17-09-2022,Amaranth Leaves,8,1kg,amaranthLeaves,Oct-13,09-Oct
17-09-2022,Amla,50,1kg,amla,60 - 83,58 - 64
17-09-2022,Ash gourd,28,1kg,ashGourd,34 - 46,32 - 36
17-09-2022,Baby Corn,75,1kg,babyCorn,90 - 124,86 - 95
17-09-2022,Banana Flower,14,1kg,bananaFlower,17 - 23,16 - 18
17-09-2022,Capsicum,38,1kg,capsicum,46 - 63,44 - 48
17-09-2022,Bitter Gourd,29,1kg,bitterGourd,35 - 48,33 - 37
17-09-2022,Bottle Gourd,21,1kg,bottleGourd,25 - 35,24 - 27
17-09-2022,Butter Beans,78,1kg,butterBeans,94 - 129,90 - 99
17-09-2022,Broad Beans,29,1kg,broadBeans,35 - 48,33 - 37
17-09-2022,Cabbage,18,1kg,cabbage,22 - 30,21 - 23
17-09-2022,Carrot,69,1kg,carrot,83 - 114,79 - 88
17-09-2022,Cauliflower,44,1kg,cauliflower,53 - 73,51 - 56
17-09-2022,Cluster beans,73,1kg,clusterBeans,88 - 120,84 - 93
17-09-2022,Coconut,31,1kg,coconut,37 - 51,36 - 39
17-09-2022,Colocasia Leaves,14,1kg,colocasiaLeaves,17 - 23,16 - 18
17-09-2022,Colocasia,28,1kg,colocasia,34 - 46,32 - 36
17-09-2022,Coriander Leaves,8,1kg,corianderLeaves,Oct-13,09-Oct
17-09-2022,Corn,22,1kg,corn,26 - 36,25 - 28
17-09-2022,Cucumber,24,1kg,cucumber,29 - 40,28 - 30
17-09-2022,Curry Leaves,25,1kg,curryLeaves,30 - 41,29 - 32
17-09-2022,Dill Leaves,10,1kg,dillLeaves,Dec-17,Dec-13
17-09-2022,Drumsticks,90,1kg,drumsticks,108 - 149,104 - 114
17-09-2022,Brinjal,20,1kg,brinjal,24 - 33,23 - 25
17-09-2022,Brinjal (Big),25,1kg,brinjalBig,30 - 41,29 - 32
17-09-2022,Elephant Yam,30,1kg,elephantYam,36 - 50,35 - 38
17-09-2022,Fenugreek Leaves,7,1kg,fenugreekLeaves,08-Dec,08-Sep
17-09-2022,French Beans,57,1kg,frenchBeans,68 - 94,66 - 72
17-09-2022,Garlic,45,1kg,garlic,54 - 74,52 - 57
17-09-2022,Ginger,42,1kg,ginger,50 - 69,48 - 53
17-09-2022,Onion Green,39,1kg,onionGreen,47 - 64,45 - 50
17-09-2022,Green Peas,78,1kg,greenPeas,94 - 129,90 - 99
17-09-2022,Ivy Gourd,23,1kg,ivyGourd,28 - 38,26 - 29
17-09-2022,Lemon (Lime),64,1kg,lemon,77 - 106,74 - 81
17-09-2022,Mango Raw,89,1kg,mangoRaw,107 - 147,102 - 113
17-09-2022,Mint Leaves,6,1kg,mintLeaves,07-Oct,07-Aug
17-09-2022,Mushroom,79,1kg,mushroom,95 - 130,91 - 100
17-09-2022,Mustard Leaves,16,1kg,mustardLeaves,19 - 26,18 - 20
17-09-2022,Ladies Finger,23,1kg,ladiesFinger,28 - 38,26 - 29
17-09-2022,Pumpkin,22,1kg,pumpkin,26 - 36,25 - 28
17-09-2022,Radish,23,1kg,radish,28 - 38,26 - 29
17-09-2022,Ridge Gourd,26,1kg,ridgeGourd,31 - 43,30 - 33
17-09-2022,Shallot (Pearl Onion),37,1kg,shallot,44 - 61,43 - 47
17-09-2022,Snake Gourd,29,1kg,snakeGourd,35 - 48,33 - 37
17-09-2022,Sorrel Leaves,10,1kg,sorrelLeaves,Dec-17,Dec-13
17-09-2022,Spinach,11,1kg,spinach,13 - 18,13 - 14
17-09-2022,Sweet Potato,36,1kg,sweetPotato,43 - 59,41 - 46
18-09-2022,Onion Big,22,1kg,onionBig,26 - 36,25 - 28
18-09-2022,Onion Small,29,1kg,onionSmall,35 - 48,33 - 37
18-09-2022,Tomato,42,1kg,tomato,50 - 69,48 - 53
18-09-2022,Green Chilli,40,1kg,greenChili,48 - 66,46 - 51
18-09-2022,Beetroot,36,1kg,beetroot,43 - 59,41 - 46
18-09-2022,Potato,28,1kg,potato,34 - 46,32 - 36
18-09-2022,Raw Banana (Plantain),12,1kg,plantain,14 - 20,14 - 15
18-09-2022,Amaranth Leaves,8,1kg,amaranthLeaves,Oct-13,09-Oct
18-09-2022,Amla,50,1kg,amla,60 - 83,58 - 64
18-09-2022,Ash gourd,28,1kg,ashGourd,34 - 46,32 - 36
18-09-2022,Baby Corn,75,1kg,babyCorn,90 - 124,86 - 95
18-09-2022,Banana Flower,14,1kg,bananaFlower,17 - 23,16 - 18
18-09-2022,Capsicum,38,1kg,capsicum,46 - 63,44 - 48
18-09-2022,Bitter Gourd,29,1kg,bitterGourd,35 - 48,33 - 37
18-09-2022,Bottle Gourd,21,1kg,bottleGourd,25 - 35,24 - 27
18-09-2022,Butter Beans,78,1kg,butterBeans,94 - 129,90 - 99
18-09-2022,Broad Beans,29,1kg,broadBeans,35 - 48,33 - 37
18-09-2022,Cabbage,18,1kg,cabbage,22 - 30,21 - 23
18-09-2022,Carrot,69,1kg,carrot,83 - 114,79 - 88
18-09-2022,Cauliflower,44,1kg,cauliflower,53 - 73,51 - 56
18-09-2022,Cluster beans,73,1kg,clusterBeans,88 - 120,84 - 93
18-09-2022,Coconut,31,1kg,coconut,37 - 51,36 - 39
18-09-2022,Colocasia Leaves,14,1kg,colocasiaLeaves,17 - 23,16 - 18
18-09-2022,Colocasia,28,1kg,colocasia,34 - 46,32 - 36
18-09-2022,Coriander Leaves,8,1kg,corianderLeaves,Oct-13,09-Oct
18-09-2022,Corn,22,1kg,corn,26 - 36,25 - 28
18-09-2022,Cucumber,24,1kg,cucumber,29 - 40,28 - 30
18-09-2022,Curry Leaves,25,1kg,curryLeaves,30 - 41,29 - 32
18-09-2022,Dill Leaves,10,1kg,dillLeaves,Dec-17,Dec-13
18-09-2022,Drumsticks,90,1kg,drumsticks,108 - 149,104 - 114
18-09-2022,Brinjal,20,1kg,brinjal,24 - 33,23 - 25
18-09-2022,Brinjal (Big),25,1kg,brinjalBig,30 - 41,29 - 32
18-09-2022,Elephant Yam,30,1kg,elephantYam,36 - 50,35 - 38
18-09-2022,Fenugreek Leaves,7,1kg,fenugreekLeaves,08-Dec,08-Sep
18-09-2022,French Beans,57,1kg,frenchBeans,68 - 94,66 - 72
18-09-2022,Garlic,45,1kg,garlic,54 - 74,52 - 57
18-09-2022,Ginger,42,1kg,ginger,50 - 69,48 - 53
18-09-2022,Onion Green,39,1kg,onionGreen,47 - 64,45 - 50
18-09-2022,Green Peas,78,1kg,greenPeas,94 - 129,90 - 99
18-09-2022,Ivy Gourd,23,1kg,ivyGourd,28 - 38,26 - 29
18-09-2022,Lemon (Lime),64,1kg,lemon,77 - 106,74 - 81
18-09-2022,Mango Raw,89,1kg,mangoRaw,107 - 147,102 - 113
18-09-2022,Mint Leaves,6,1kg,mintLeaves,07-Oct,07-Aug
18-09-2022,Mushroom,79,1kg,mushroom,95 - 130,91 - 100
18-09-2022,Mustard Leaves,16,1kg,mustardLeaves,19 - 26,18 - 20
18-09-2022,Ladies Finger,23,1kg,ladiesFinger,28 - 38,26 - 29
18-09-2022,Pumpkin,22,1kg,pumpkin,26 - 36,25 - 28
18-09-2022,Radish,23,1kg,radish,28 - 38,26 - 29
18-09-2022,Ridge Gourd,26,1kg,ridgeGourd,31 - 43,30 - 33
18-09-2022,Shallot (Pearl Onion),37,1kg,shallot,44 - 61,43 - 47
18-09-2022,Snake Gourd,29,1kg,snakeGourd,35 - 48,33 - 37
18-09-2022,Sorrel Leaves,10,1kg,sorrelLeaves,Dec-17,Dec-13
18-09-2022,Spinach,11,1kg,spinach,13 - 18,13 - 14
18-09-2022,Sweet Potato,36,1kg,sweetPotato,43 - 59,41 - 46
19-09-2022,Onion Big,23,1kg,onionBig,28 - 38,26 - 29
19-09-2022,Onion Small,31,1kg,onionSmall,37 - 51,36 - 39
19-09-2022,Tomato,47,1kg,tomato,56 - 78,54 - 60
19-09-2022,Green Chilli,37,1kg,greenChili,44 - 61,43 - 47
19-09-2022,Beetroot,34,1kg,beetroot,41 - 56,39 - 43
19-09-2022,Potato,29,1kg,potato,35 - 48,33 - 37
19-09-2022,Raw Banana (Plantain),8,1kg,plantain,Oct-13,09-Oct
19-09-2022,Amaranth Leaves,9,1kg,amaranthLeaves,Nov-15,10-Nov
19-09-2022,Amla,50,1kg,amla,60 - 83,58 - 64
19-09-2022,Ash gourd,28,1kg,ashGourd,34 - 46,32 - 36
19-09-2022,Baby Corn,74,1kg,babyCorn,89 - 122,85 - 94
19-09-2022,Banana Flower,18,1kg,bananaFlower,22 - 30,21 - 23
19-09-2022,Capsicum,44,1kg,capsicum,53 - 73,51 - 56
19-09-2022,Bitter Gourd,30,1kg,bitterGourd,36 - 50,35 - 38
19-09-2022,Bottle Gourd,23,1kg,bottleGourd,28 - 38,26 - 29
19-09-2022,Butter Beans,78,1kg,butterBeans,94 - 129,90 - 99
19-09-2022,Broad Beans,31,1kg,broadBeans,37 - 51,36 - 39
19-09-2022,Cabbage,20,1kg,cabbage,24 - 33,23 - 25
19-09-2022,Carrot,72,1kg,carrot,86 - 119,83 - 91
19-09-2022,Cauliflower,42,1kg,cauliflower,50 - 69,48 - 53
19-09-2022,Cluster beans,79,1kg,clusterBeans,95 - 130,91 - 100
19-09-2022,Coconut,33,1kg,coconut,40 - 54,38 - 42
19-09-2022,Colocasia Leaves,10,1kg,colocasiaLeaves,Dec-17,Dec-13
19-09-2022,Colocasia,28,1kg,colocasia,34 - 46,32 - 36
19-09-2022,Coriander Leaves,7,1kg,corianderLeaves,08-Dec,08-Sep
19-09-2022,Corn,25,1kg,corn,30 - 41,29 - 32
19-09-2022,Cucumber,22,1kg,cucumber,26 - 36,25 - 28
19-09-2022,Curry Leaves,25,1kg,curryLeaves,30 - 41,29 - 32
19-09-2022,Dill Leaves,13,1kg,dillLeaves,16 - 21,15 - 17
19-09-2022,Drumsticks,100,1kg,drumsticks,120 - 165,115 - 127
19-09-2022,Brinjal,18,1kg,brinjal,22 - 30,21 - 23
19-09-2022,Brinjal (Big),25,1kg,brinjalBig,30 - 41,29 - 32
19-09-2022,Elephant Yam,24,1kg,elephantYam,29 - 40,28 - 30
19-09-2022,Fenugreek Leaves,7,1kg,fenugreekLeaves,08-Dec,08-Sep
19-09-2022,French Beans,54,1kg,frenchBeans,65 - 89,62 - 69
19-09-2022,Garlic,47,1kg,garlic,56 - 78,54 - 60
19-09-2022,Ginger,41,1kg,ginger,49 - 68,47 - 52
19-09-2022,Onion Green,37,1kg,onionGreen,44 - 61,43 - 47
19-09-2022,Green Peas,80,1kg,greenPeas,96 - 132,92 - 102
19-09-2022,Ivy Gourd,26,1kg,ivyGourd,31 - 43,30 - 33
19-09-2022,Lemon (Lime),65,1kg,lemon,78 - 107,75 - 83
19-09-2022,Mango Raw,109,1kg,mangoRaw,131 - 180,125 - 138
19-09-2022,Mint Leaves,5,1kg,mintLeaves,06-Aug,06-Jun
19-09-2022,Mushroom,95,1kg,mushroom,114 - 157,109 - 121
19-09-2022,Mustard Leaves,15,1kg,mustardLeaves,18 - 25,17 - 19
19-09-2022,Ladies Finger,18,1kg,ladiesFinger,22 - 30,21 - 23
19-09-2022,Pumpkin,26,1kg,pumpkin,31 - 43,30 - 33
19-09-2022,Radish,22,1kg,radish,26 - 36,25 - 28
19-09-2022,Ridge Gourd,25,1kg,ridgeGourd,30 - 41,29 - 32
19-09-2022,Shallot (Pearl Onion),33,1kg,shallot,40 - 54,38 - 42
19-09-2022,Snake Gourd,29,1kg,snakeGourd,35 - 48,33 - 37
19-09-2022,Sorrel Leaves,10,1kg,sorrelLeaves,Dec-17,Dec-13
19-09-2022,Spinach,14,1kg,spinach,17 - 23,16 - 18
19-09-2022,Sweet Potato,36,1kg,sweetPotato,43 - 59,41 - 46
20-09-2022,Onion Big,23,1kg,onionBig,28 - 38,26 - 29
20-09-2022,Onion Small,31,1kg,onionSmall,37 - 51,36 - 39
20-09-2022,Tomato,47,1kg,tomato,56 - 78,54 - 60
20-09-2022,Green Chilli,37,1kg,greenChili,44 - 61,43 - 47
20-09-2022,Beetroot,34,1kg,beetroot,41 - 56,39 - 43
20-09-2022,Potato,29,1kg,potato,35 - 48,33 - 37
20-09-2022,Raw Banana (Plantain),8,1kg,plantain,Oct-13,09-Oct
20-09-2022,Amaranth Leaves,9,1kg,amaranthLeaves,Nov-15,10-Nov
20-09-2022,Amla,50,1kg,amla,60 - 83,58 - 64
20-09-2022,Ash gourd,28,1kg,ashGourd,34 - 46,32 - 36
20-09-2022,Baby Corn,74,1kg,babyCorn,89 - 122,85 - 94
20-09-2022,Banana Flower,18,1kg,bananaFlower,22 - 30,21 - 23
20-09-2022,Capsicum,44,1kg,capsicum,53 - 73,51 - 56
20-09-2022,Bitter Gourd,30,1kg,bitterGourd,36 - 50,35 - 38
20-09-2022,Bottle Gourd,23,1kg,bottleGourd,28 - 38,26 - 29
20-09-2022,Butter Beans,78,1kg,butterBeans,94 - 129,90 - 99
20-09-2022,Broad Beans,31,1kg,broadBeans,37 - 51,36 - 39
20-09-2022,Cabbage,20,1kg,cabbage,24 - 33,23 - 25
20-09-2022,Carrot,72,1kg,carrot,86 - 119,83 - 91
20-09-2022,Cauliflower,42,1kg,cauliflower,50 - 69,48 - 53
20-09-2022,Cluster beans,79,1kg,clusterBeans,95 - 130,91 - 100
20-09-2022,Coconut,33,1kg,coconut,40 - 54,38 - 42
20-09-2022,Colocasia Leaves,10,1kg,colocasiaLeaves,Dec-17,Dec-13
20-09-2022,Colocasia,28,1kg,colocasia,34 - 46,32 - 36
20-09-2022,Coriander Leaves,7,1kg,corianderLeaves,08-Dec,08-Sep
20-09-2022,Corn,25,1kg,corn,30 - 41,29 - 32
20-09-2022,Cucumber,22,1kg,cucumber,26 - 36,25 - 28
20-09-2022,Curry Leaves,25,1kg,curryLeaves,30 - 41,29 - 32
20-09-2022,Dill Leaves,13,1kg,dillLeaves,16 - 21,15 - 17
20-09-2022,Drumsticks,100,1kg,drumsticks,120 - 165,115 - 127
20-09-2022,Brinjal,18,1kg,brinjal,22 - 30,21 - 23
20-09-2022,Brinjal (Big),25,1kg,brinjalBig,30 - 41,29 - 32
20-09-2022,Elephant Yam,24,1kg,elephantYam,29 - 40,28 - 30
20-09-2022,Fenugreek Leaves,7,1kg,fenugreekLeaves,08-Dec,08-Sep
20-09-2022,French Beans,54,1kg,frenchBeans,65 - 89,62 - 69
20-09-2022,Garlic,47,1kg,garlic,56 - 78,54 - 60
20-09-2022,Ginger,41,1kg,ginger,49 - 68,47 - 52
20-09-2022,Onion Green,37,1kg,onionGreen,44 - 61,43 - 47
20-09-2022,Green Peas,80,1kg,greenPeas,96 - 132,92 - 102
20-09-2022,Ivy Gourd,26,1kg,ivyGourd,31 - 43,30 - 33
20-09-2022,Lemon (Lime),65,1kg,lemon,78 - 107,75 - 83
20-09-2022,Mango Raw,109,1kg,mangoRaw,131 - 180,125 - 138
20-09-2022,Mint Leaves,5,1kg,mintLeaves,06-Aug,06-Jun
20-09-2022,Mushroom,95,1kg,mushroom,114 - 157,109 - 121
20-09-2022,Mustard Leaves,15,1kg,mustardLeaves,18 - 25,17 - 19
20-09-2022,Ladies Finger,18,1kg,ladiesFinger,22 - 30,21 - 23
20-09-2022,Pumpkin,26,1kg,pumpkin,31 - 43,30 - 33
20-09-2022,Radish,22,1kg,radish,26 - 36,25 - 28
20-09-2022,Ridge Gourd,25,1kg,ridgeGourd,30 - 41,29 - 32
20-09-2022,Shallot (Pearl Onion),33,1kg,shallot,40 - 54,38 - 42
20-09-2022,Snake Gourd,29,1kg,snakeGourd,35 - 48,33 - 37
20-09-2022,Sorrel Leaves,10,1kg,sorrelLeaves,Dec-17,Dec-13
20-09-2022,Spinach,14,1kg,spinach,17 - 23,16 - 18
20-09-2022,Sweet Potato,36,1kg,sweetPotato,43 - 59,41 - 46
21-09-2022,Onion Big,23,1kg,onionBig,28 - 38,26 - 29
21-09-2022,Onion Small,31,1kg,onionSmall,37 - 51,36 - 39
21-09-2022,Tomato,47,1kg,tomato,56 - 78,54 - 60
21-09-2022,Green Chilli,37,1kg,greenChili,44 - 61,43 - 47
21-09-2022,Beetroot,34,1kg,beetroot,41 - 56,39 - 43
21-09-2022,Potato,29,1kg,potato,35 - 48,33 - 37
21-09-2022,Raw Banana (Plantain),8,1kg,plantain,Oct-13,09-Oct
21-09-2022,Amaranth Leaves,9,1kg,amaranthLeaves,Nov-15,10-Nov
21-09-2022,Amla,50,1kg,amla,60 - 83,58 - 64
21-09-2022,Ash gourd,28,1kg,ashGourd,34 - 46,32 - 36
21-09-2022,Baby Corn,74,1kg,babyCorn,89 - 122,85 - 94
21-09-2022,Banana Flower,18,1kg,bananaFlower,22 - 30,21 - 23
21-09-2022,Capsicum,44,1kg,capsicum,53 - 73,51 - 56
21-09-2022,Bitter Gourd,30,1kg,bitterGourd,36 - 50,35 - 38
21-09-2022,Bottle Gourd,23,1kg,bottleGourd,28 - 38,26 - 29
21-09-2022,Butter Beans,78,1kg,butterBeans,94 - 129,90 - 99
21-09-2022,Broad Beans,31,1kg,broadBeans,37 - 51,36 - 39
21-09-2022,Cabbage,20,1kg,cabbage,24 - 33,23 - 25
21-09-2022,Carrot,72,1kg,carrot,86 - 119,83 - 91
21-09-2022,Cauliflower,42,1kg,cauliflower,50 - 69,48 - 53
21-09-2022,Cluster beans,79,1kg,clusterBeans,95 - 130,91 - 100
21-09-2022,Coconut,33,1kg,coconut,40 - 54,38 - 42
21-09-2022,Colocasia Leaves,10,1kg,colocasiaLeaves,Dec-17,Dec-13
21-09-2022,Colocasia,28,1kg,colocasia,34 - 46,32 - 36
21-09-2022,Coriander Leaves,7,1kg,corianderLeaves,08-Dec,08-Sep
21-09-2022,Corn,25,1kg,corn,30 - 41,29 - 32
21-09-2022,Cucumber,22,1kg,cucumber,26 - 36,25 - 28
21-09-2022,Curry Leaves,25,1kg,curryLeaves,30 - 41,29 - 32
21-09-2022,Dill Leaves,13,1kg,dillLeaves,16 - 21,15 - 17
21-09-2022,Drumsticks,100,1kg,drumsticks,120 - 165,115 - 127
21-09-2022,Brinjal,18,1kg,brinjal,22 - 30,21 - 23
21-09-2022,Brinjal (Big),25,1kg,brinjalBig,30 - 41,29 - 32
21-09-2022,Elephant Yam,24,1kg,elephantYam,29 - 40,28 - 30
21-09-2022,Fenugreek Leaves,7,1kg,fenugreekLeaves,08-Dec,08-Sep
21-09-2022,French Beans,54,1kg,frenchBeans,65 - 89,62 - 69
21-09-2022,Garlic,47,1kg,garlic,56 - 78,54 - 60
21-09-2022,Ginger,41,1kg,ginger,49 - 68,47 - 52
21-09-2022,Onion Green,37,1kg,onionGreen,44 - 61,43 - 47
21-09-2022,Green Peas,80,1kg,greenPeas,96 - 132,92 - 102
21-09-2022,Ivy Gourd,26,1kg,ivyGourd,31 - 43,30 - 33
21-09-2022,Lemon (Lime),65,1kg,lemon,78 - 107,75 - 83
21-09-2022,Mango Raw,109,1kg,mangoRaw,131 - 180,125 - 138
21-09-2022,Mint Leaves,5,1kg,mintLeaves,06-Aug,06-Jun
21-09-2022,Mushroom,95,1kg,mushroom,114 - 157,109 - 121
21-09-2022,Mustard Leaves,15,1kg,mustardLeaves,18 - 25,17 - 19
21-09-2022,Ladies Finger,18,1kg,ladiesFinger,22 - 30,21 - 23
21-09-2022,Pumpkin,26,1kg,pumpkin,31 - 43,30 - 33
21-09-2022,Radish,22,1kg,radish,26 - 36,25 - 28
21-09-2022,Ridge Gourd,25,1kg,ridgeGourd,30 - 41,29 - 32
21-09-2022,Shallot (Pearl Onion),33,1kg,shallot,40 - 54,38 - 42
21-09-2022,Snake Gourd,29,1kg,snakeGourd,35 - 48,33 - 37
21-09-2022,Sorrel Leaves,10,1kg,sorrelLeaves,Dec-17,Dec-13
21-09-2022,Spinach,14,1kg,spinach,17 - 23,16 - 18
21-09-2022,Sweet Potato,36,1kg,sweetPotato,43 - 59,41 - 46
22-09-2022,Onion Big,22,1kg,onionBig,26 - 36,25 - 28
22-09-2022,Onion Small,28,1kg,onionSmall,34 - 46,32 - 36
22-09-2022,Tomato,43,1kg,tomato,52 - 71,49 - 55
22-09-2022,Green Chilli,37,1kg,greenChili,44 - 61,43 - 47
22-09-2022,Beetroot,33,1kg,beetroot,40 - 54,38 - 42
22-09-2022,Potato,34,1kg,potato,41 - 56,39 - 43
22-09-2022,Raw Banana (Plantain),11,1kg,plantain,13 - 18,13 - 14
22-09-2022,Amaranth Leaves,8,1kg,amaranthLeaves,Oct-13,09-Oct
22-09-2022,Amla,50,1kg,amla,60 - 83,58 - 64
22-09-2022,Ash gourd,27,1kg,ashGourd,32 - 45,31 - 34
22-09-2022,Baby Corn,65,1kg,babyCorn,78 - 107,75 - 83
22-09-2022,Banana Flower,15,1kg,bananaFlower,18 - 25,17 - 19
22-09-2022,Capsicum,38,1kg,capsicum,46 - 63,44 - 48
22-09-2022,Bitter Gourd,30,1kg,bitterGourd,36 - 50,35 - 38
22-09-2022,Bottle Gourd,20,1kg,bottleGourd,24 - 33,23 - 25
22-09-2022,Butter Beans,77,1kg,butterBeans,92 - 127,89 - 98
22-09-2022,Broad Beans,29,1kg,broadBeans,35 - 48,33 - 37
22-09-2022,Cabbage,21,1kg,cabbage,25 - 35,24 - 27
22-09-2022,Carrot,64,1kg,carrot,77 - 106,74 - 81
22-09-2022,Cauliflower,45,1kg,cauliflower,54 - 74,52 - 57
22-09-2022,Cluster beans,71,1kg,clusterBeans,85 - 117,82 - 90
22-09-2022,Coconut,30,1kg,coconut,36 - 50,35 - 38
22-09-2022,Colocasia Leaves,10,1kg,colocasiaLeaves,Dec-17,Dec-13
22-09-2022,Colocasia,28,1kg,colocasia,34 - 46,32 - 36
22-09-2022,Coriander Leaves,12,1kg,corianderLeaves,14 - 20,14 - 15
22-09-2022,Corn,22,1kg,corn,26 - 36,25 - 28
22-09-2022,Cucumber,25,1kg,cucumber,30 - 41,29 - 32
22-09-2022,Curry Leaves,28,1kg,curryLeaves,34 - 46,32 - 36
22-09-2022,Dill Leaves,10,1kg,dillLeaves,Dec-17,Dec-13
22-09-2022,Drumsticks,90,1kg,drumsticks,108 - 149,104 - 114
22-09-2022,Brinjal,19,1kg,brinjal,23 - 31,22 - 24
22-09-2022,Brinjal (Big),25,1kg,brinjalBig,30 - 41,29 - 32
22-09-2022,Elephant Yam,27,1kg,elephantYam,32 - 45,31 - 34
22-09-2022,Fenugreek Leaves,8,1kg,fenugreekLeaves,Oct-13,09-Oct
22-09-2022,French Beans,59,1kg,frenchBeans,71 - 97,68 - 75
22-09-2022,Garlic,50,1kg,garlic,60 - 83,58 - 64
22-09-2022,Ginger,36,1kg,ginger,43 - 59,41 - 46
22-09-2022,Onion Green,42,1kg,onionGreen,50 - 69,48 - 53
22-09-2022,Green Peas,85,1kg,greenPeas,102 - 140,98 - 108
22-09-2022,Ivy Gourd,24,1kg,ivyGourd,29 - 40,28 - 30
22-09-2022,Lemon (Lime),61,1kg,lemon,73 - 101,70 - 77
22-09-2022,Mango Raw,80,1kg,mangoRaw,96 - 132,92 - 102
22-09-2022,Mint Leaves,4,1kg,mintLeaves,05-Jul,05-May
22-09-2022,Mushroom,75,1kg,mushroom,90 - 124,86 - 95
22-09-2022,Mustard Leaves,15,1kg,mustardLeaves,18 - 25,17 - 19
22-09-2022,Ladies Finger,23,1kg,ladiesFinger,28 - 38,26 - 29
22-09-2022,Pumpkin,26,1kg,pumpkin,31 - 43,30 - 33
22-09-2022,Radish,23,1kg,radish,28 - 38,26 - 29
22-09-2022,Ridge Gourd,28,1kg,ridgeGourd,34 - 46,32 - 36
22-09-2022,Shallot (Pearl Onion),37,1kg,shallot,44 - 61,43 - 47
22-09-2022,Snake Gourd,27,1kg,snakeGourd,32 - 45,31 - 34
22-09-2022,Sorrel Leaves,10,1kg,sorrelLeaves,Dec-17,Dec-13
22-09-2022,Spinach,10,1kg,spinach,Dec-17,Dec-13
22-09-2022,Sweet Potato,39,1kg,sweetPotato,47 - 64,45 - 50
23-09-2022,Onion Big,22,1kg,onionBig,26 - 36,25 - 28
23-09-2022,Onion Small,28,1kg,onionSmall,34 - 46,32 - 36
23-09-2022,Tomato,43,1kg,tomato,52 - 71,49 - 55
23-09-2022,Green Chilli,37,1kg,greenChili,44 - 61,43 - 47
23-09-2022,Beetroot,33,1kg,beetroot,40 - 54,38 - 42
23-09-2022,Potato,34,1kg,potato,41 - 56,39 - 43
23-09-2022,Raw Banana (Plantain),11,1kg,plantain,13 - 18,13 - 14
23-09-2022,Amaranth Leaves,8,1kg,amaranthLeaves,Oct-13,09-Oct
23-09-2022,Amla,50,1kg,amla,60 - 83,58 - 64
